Title,Genre,Duration (minutes),IMDb Rating,MetaScore,Certificates,Year,Poster-src,Score
5 Centimeters per Second,Animation,63.0,7.5,57.1,TV-PG,2007,"https://m.media-amazon.com/images/M/MV5BODJhZDU1MDYtMDQ0NS00N2JmLWI2ZDAtMGNmN2RmNWJhNzQ5L2ltYWdlXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.963
The Cat Returns,Animation,75.0,7.1,70.0,G,2002,"https://m.media-amazon.com/images/M/MV5BYThhZDdiMjItYzRkNy00OTE3LTk5ZDEtMzUwNzE1ZmJkMTYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.07
Blueback,Drama,102.0,5.9,59.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BMjc3ODlmNzgtYzRlMi00YmFhLTkyNWUtZmNmYTRlYzJhNGQ4XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.9
Titan A.E.,Animation,94.0,6.6,48.0,PG,2000,"https://m.media-amazon.com/images/M/MV5BYWIzMWFjN2EtOWIwYS00Mzk5LWE0MjItMDU2YTczM2U0MGNiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.059999999999999
Inspector Gadget,Action,78.0,4.2,36.0,PG,1999,"https://m.media-amazon.com/images/M/MV5BN2RhYTQ5YmYtZTNkMS00M2YwLTliMjctNzg0OGYwMDQ5NDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.02
Ron's Gone Wrong,Animation,107.0,7.1,65.0,PG,2021,"https://m.media-amazon.com/images/M/MV5BMzMxMjllYTgtZWNjZS00ODc0LTljZWUtYjdiMDQ2ZDJkM2FkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.92
Scoob!,Animation,93.0,5.6,43.0,PG,2020,"https://m.media-amazon.com/images/M/MV5BMDM4N2EzMjQtZTNkOS00YjlkLWI1ZGEtMTBhYzg5YWNkMmJjXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX190_CR0,2,190,281_.jpg",5.209999999999999
Race to Witch Mountain,Action,98.0,5.7,52.0,PG,2009,"https://m.media-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.55
Spirited,Comedy,127.0,6.6,55.0,PG-13,2022,"https://m.media-amazon.com/images/M/MV5BY2RlZGFmYjAtNGZiMi00YjQ5LWE0ZmQtZmIyM2VmMjRhMTJlXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.27
A Monster Calls,Adventure,108.0,7.4,76.0,PG-13,2016,"https://m.media-amazon.com/images/M/MV5BMTg1OTA5OTkyNV5BMl5BanBnXkFtZTgwODMwNDU5OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.459999999999999
Bambi,Animation,69.0,7.3,91.0,Approved,1942,"https://m.media-amazon.com/images/M/MV5BNTVhMDc3MzYtNzI4Ni00YmNmLTkzM2YtMjBhMGFkODFjOTk4XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX190_CR0,2,190,281_.jpg",7.84
Flubber,Comedy,93.0,5.3,38.0,PG,1997,"https://m.media-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",4.85
Pete's Dragon,Action,102.0,6.7,71.0,PG,2016,"https://m.media-amazon.com/images/M/MV5BNWE3MzRiMjctMzFmNy00ZmU2LWEyNTctMTcyZjUxYjVjZTE0XkEyXkFqcGdeQXVyNjcwNTE2NTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.819999999999999
Herbie Fully Loaded,Adventure,101.0,4.9,47.0,G,2005,"https://m.media-amazon.com/images/M/MV5BMTkwNDI5NDcyMV5BMl5BanBnXkFtZTcwMjg5OTcyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.84
The Sleepover,Action,100.0,5.7,46.0,TV-PG,2020,"https://m.media-amazon.com/images/M/MV5BZmE1Mjg5ZjgtYjkzYi00OWYxLWEyMDQtYjI3NWE1ZTc3N2Q3XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.369999999999999
The Santa Clause,Comedy,97.0,6.6,57.0,PG,1994,"https://m.media-amazon.com/images/M/MV5BYzI0ZGRiYTEtNGExYi00ZDI2LWExMjMtODMzNDZjMTVjOWMxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.329999999999999
Peter Rabbit,Animation,95.0,6.6,51.0,PG,2018,"https://m.media-amazon.com/images/M/MV5BMTk5NzI0ODUwN15BMl5BanBnXkFtZTgwOTIxNjA0NDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.149999999999999
RocketMan,Comedy,95.0,5.9,57.1,PG,1997,"https://m.media-amazon.com/images/M/MV5BYTU1YmQwYjgtMDBhNS00NzBhLWIyOWYtNDE1Y2QwNmIyZjFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.843
Christopher Robin,Adventure,104.0,7.2,60.0,PG,2018,"https://m.media-amazon.com/images/M/MV5BNjYxODgzMGYtYmQ4ZS00YjZhLTkyOTgtZmYyNjZjZTRhYTUzXkEyXkFqcGdeQXVyNjI4MjU4MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.84
Spies in Disguise,Animation,102.0,6.8,54.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BNzg1MzM3OWUtNjgzZC00NjMzLWE1NzAtOThiMDgyMjhhZDBhXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.38
Zookeeper,Comedy,102.0,5.2,30.0,PG,2011,"https://m.media-amazon.com/images/M/MV5BMTMyNjYyODk0Ml5BMl5BanBnXkFtZTcwNDUzOTczNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.539999999999999
Delivery Man,Comedy,105.0,6.3,44.0,PG-13,2013,"https://m.media-amazon.com/images/M/MV5BMjIxNjc2MzMzMl5BMl5BanBnXkFtZTgwMjA5NjM0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.7299999999999995
Asterix & Obelix: Mission Cleopatra,Adventure,107.0,6.7,57.1,PG,2002,"https://m.media-amazon.com/images/M/MV5BM2Q3NmUzNjAtM2VjMS00MGU3LWE4YjEtZTM1NDM0YTdlOWRkXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.403
The Jungle Book,Adventure,111.0,6.0,63.0,PG,1994,"https://m.media-amazon.com/images/M/MV5BMjRjNDk2NTItZGQ1OS00OGU0LWJhMzUtNmZkNDE4NDg0MDMyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.089999999999999
"Yours, Mine and Ours",Comedy,111.0,7.1,57.1,Unrated,1968,"https://m.media-amazon.com/images/M/MV5BOTlhNzYyNzctNmYwOS00OGE3LTgyZWQtYzJkNmEzZGY3NjNjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.683
Zombies 3,Drama,88.0,5.4,57.1,TV-G,2022,"https://m.media-amazon.com/images/M/MV5BZDg4MjVhZDQtM2RiNC00NzZkLWI4MWMtMjkxNjMyZGM3ZmRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg",5.492999999999999
Hocus Pocus 2,Comedy,103.0,6.0,56.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BYTBkMGY0MTMtZmM1Yi00MWY1LWI0ZGYtY2Q1ZGM0MTQ5Nzk3XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",5.879999999999999
Marcel the Shell with Shoes On,Animation,90.0,7.7,80.0,PG,2021,"https://m.media-amazon.com/images/M/MV5BODgzZGEwZGQtZjA2Mi00OTI5LWIwZmYtZDQ4OTMxODE0YmU4XkEyXkFqcGdeQXVyOTQ5MDIyNDM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.789999999999999
Children of Heaven,Drama,89.0,8.2,77.0,PG,1997,"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,5,190,281_.jpg",8.049999999999999
Young Hearts,Drama,100.0,8.1,57.1,PG,2024,"https://m.media-amazon.com/images/M/MV5BMThmNGM2NmItMjdhYi00OTUwLWFiMDctNzkyMDE0YWVjZDQ2XkEyXkFqcGdeQXVyOTU3OTY0ODc@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.382999999999999
Jason and the Argonauts,Action,104.0,7.3,69.0,G,1963,"https://m.media-amazon.com/images/M/MV5BN2NiMWEwZmYtNGIzNi00NjllLTg0ZTUtODQ0MDgwMGZkZWE2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg",7.18
Mr. Bean's Holiday,Comedy,90.0,6.4,56.0,G,2007,"https://m.media-amazon.com/images/M/MV5BZjBhN2MzMjYtMzUzNi00MWM0LWJjNWUtYjJiYzZjYTQ3Mjg4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.159999999999999
The Last Unicorn,Animation,92.0,7.3,70.0,G,1982,"https://m.media-amazon.com/images/M/MV5BMTE3Y2JlODQtZjQyMS00N2VhLTkzNzItMzBjYzg5NWQxZjNkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.209999999999999
The Rookie,Drama,127.0,6.9,72.0,G,2002,"https://m.media-amazon.com/images/M/MV5BNDYyODhiNmQtYzI2Ni00NDRjLWIwYzYtN2M5MjM4YTYwNzM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.99
Little Monsters,Adventure,100.0,6.0,57.1,PG,1989,"https://m.media-amazon.com/images/M/MV5BM2VjOThmNjktNGE1ZS00NWY3LThlMzItOWEyZjMwOGI4ZDNmXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.912999999999999
A Christmas Story,Comedy,93.0,7.9,77.0,PG,1983,"https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",7.84
The Grinch,Animation,85.0,6.4,51.0,PG,2018,"https://m.media-amazon.com/images/M/MV5BYmE5Yjg0MzktYzgzMi00YTFiLWJjYTItY2M5MmI1ODI4MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,10,190,281_.jpg",6.01
Beauty and the Beast,Drama,112.0,6.4,39.0,PG-13,2014,"https://m.media-amazon.com/images/M/MV5BODhiZDEzM2MtOTAyMS00NGYwLThjMTYtZDc4OGZkYjU0NTg5XkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UY281_CR9,0,190,281_.jpg",5.6499999999999995
"20,000 Leagues Under the Sea",Adventure,127.0,7.2,83.0,G,1954,"https://m.media-amazon.com/images/M/MV5BODYxOTMyM2EtNzUzNC00Yjg2LTg3MjYtZTIyNjhiYzc1NTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg",7.53
The Sword in the Stone,Animation,79.0,7.1,61.0,G,1963,"https://m.media-amazon.com/images/M/MV5BODc2MjAyZDYtNWYwZi00YTQwLWE0ZDMtMjM2NTJmYWMxMmQ0XkEyXkFqcGdeQXVyNTQxMTIxMTk@._V1_QL75_UX190_CR0,4,190,281_.jpg",6.8
Kubo and the Two Strings,Animation,101.0,7.7,84.0,PG,2016,"https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.91
Because of Winn-Dixie,Comedy,106.0,6.4,54.0,PG,2005,"https://m.media-amazon.com/images/M/MV5BMTA3NDYzNDE0MjBeQTJeQWpwZ15BbWU3MDc3NjA3MzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.1
Surf Ninjas,Action,87.0,5.1,57.1,PG,1993,"https://m.media-amazon.com/images/M/MV5BOTA2NjUyOTYtODEyMy00OTE1LWFhOWYtZDhhNWU1MWYwMjA3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.2829999999999995
Diary of a Wimpy Kid: Dog Days,Comedy,94.0,6.3,54.0,PG,2012,"https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.029999999999999
Jungle 2 Jungle,Comedy,105.0,5.2,42.0,PG,1997,"https://m.media-amazon.com/images/M/MV5BZTA5YmE3OTMtYjc1NS00Njk0LWI2OTYtZTM0ZjhmMWZlNjI5XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,3,190,281_.jpg",4.8999999999999995
Oliver & Company,Animation,74.0,6.6,58.0,G,1988,"https://m.media-amazon.com/images/M/MV5BMTI5NTE2OTQtN2YyZi00OTI5LTljMmEtMDZlMTk0MzNmZmY5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,9,190,281_.jpg",6.359999999999999
A Wrinkle in Time,Adventure,109.0,4.3,53.0,PG,2018,"https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.6
Like Mike,Comedy,99.0,5.4,47.0,PG,2002,"https://m.media-amazon.com/images/M/MV5BNWM1MGI4ZDgtMjExYi00ZjcwLTgxMzktMDMyZDIxZWU1MWVhXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.1899999999999995
Planes,Animation,91.0,5.7,39.0,PG,2013,"https://m.media-amazon.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.16
The Black Cauldron,Animation,80.0,6.3,59.0,PG,1985,"https://m.media-amazon.com/images/M/MV5BNDdiZjQ1NDctZWQ2Mi00ZTJhLWIxYmYtYzdjYTcxMjYwMjRhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.18
Stars in My Crown,Family,89.0,7.4,57.1,Approved,1950,"https://m.media-amazon.com/images/M/MV5BNmViMDg3N2YtMTkxYy00N2RjLTg4OTQtOGE3N2ViNjU0MmRkXkEyXkFqcGdeQXVyNTEwNDcxNDc@._V1_QL75_UX190_CR0,5,190,281_.jpg",6.893
Clifford the Big Red Dog,Adventure,96.0,5.9,55.0,PG,2021,"https://m.media-amazon.com/images/M/MV5BZGIxYTU5MzctY2MzNS00MTRhLWEwM2UtY2Q5Mzk3OTAzMzcwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY281_CR0,0,190,281_.jpg",5.779999999999999
Bedknobs and Broomsticks,Animation,117.0,7.0,59.0,G,1971,"https://m.media-amazon.com/images/M/MV5BMTUxMTY3MTE5OF5BMl5BanBnXkFtZTgwNTQ0ODgxMzE@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.67
Where the Wild Things Are,Adventure,101.0,6.7,71.0,PG,2009,"https://m.media-amazon.com/images/M/MV5BNzQ1NzAwODEwM15BMl5BanBnXkFtZTcwNTE4MjI4Mg@@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.819999999999999
Yes Day,Comedy,86.0,5.7,46.0,PG,2021,"https://m.media-amazon.com/images/M/MV5BNTMwMzA4YzYtMzkwNC00N2ZhLTk5MjQtMjg3ODA3NDY3ZmVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.369999999999999
Storks,Animation,87.0,6.8,56.0,PG,2016,"https://m.media-amazon.com/images/M/MV5BMTYxNjI3MzcwMF5BMl5BanBnXkFtZTgwOTIyNDY5OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.4399999999999995
Confessions of a Teenage Drama Queen,Comedy,89.0,4.7,33.0,PG,2004,"https://m.media-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.28
Pinocchio,Animation,88.0,7.5,99.0,Approved,1940,"https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_QL75_UX190_CR0,4,190,281_.jpg",8.22
Pan,Action,111.0,5.7,36.0,PG,2015,"https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.07
Alvin and the Chipmunks: The Road Chip,Adventure,92.0,4.9,33.0,PG,2015,"https://m.media-amazon.com/images/M/MV5BMTcyNDY0MjY2M15BMl5BanBnXkFtZTgwMTU3Mjk4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.42
Back to the Outback,Animation,95.0,6.5,58.0,PG,2021,"https://m.media-amazon.com/images/M/MV5BMmU0YzExYjctOGM0Yy00NzdkLTgxOGEtYjAwNzcxZGY4YTBiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,0,190,281_.jpg",6.29
Vivo,Animation,95.0,6.7,66.0,PG,2021,"https://m.media-amazon.com/images/M/MV5BMzk2ODc3OTEtNjUwNC00NGI1LTkzOWItZTY3NGYxZDUzZWY5XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UY281_CR4,0,190,281_.jpg",6.669999999999999
Antz,Animation,83.0,6.5,73.0,PG,1998,"https://m.media-amazon.com/images/M/MV5BYzQ0MTU4ODQtZGFhNy00NWI5LTk3ZjEtNDI2MTlhZThmZGQ2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.74
Cheaper by the Dozen 2,Adventure,94.0,5.5,34.0,PG,2005,"https://m.media-amazon.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR3,0,190,281_.jpg",4.869999999999999
High School Musical 3: Senior Year,Comedy,112.0,5.0,57.0,G,2008,"https://m.media-amazon.com/images/M/MV5BNDE1NjU2NTMyNV5BMl5BanBnXkFtZTcwMTg3NDA3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.21
Cloudy with a Chance of Meatballs 2,Animation,95.0,6.3,59.0,PG,2013,"https://m.media-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.18
Like Stars on Earth,Drama,162.0,8.3,57.1,PG,2007,"https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.523000000000001
*batteries not included,Comedy,107.0,6.6,54.0,PG,1987,"https://m.media-amazon.com/images/M/MV5BM2JlMDgxOTYtNmI2My00YzY1LWIyZTgtYzY0MjY3Y2RiZmY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.239999999999999
Osmosis Jones,Animation,95.0,6.3,57.0,PG,2001,"https://m.media-amazon.com/images/M/MV5BOTJlOGNhYTItYzdlOC00MWY1LWI1NzgtMGRjMmJiYzA0MTRlXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UX190_CR0,1,190,281_.jpg",6.119999999999999
The Music Man,Comedy,151.0,7.7,76.0,G,1962,"https://m.media-amazon.com/images/M/MV5BMTU4YWE5NzMtZmFlYS00MjQwLTk0YzctZjJhMGZmZGYwNTA3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.67
The Borrowers,Adventure,89.0,5.9,57.1,PG,1997,"https://m.media-amazon.com/images/M/MV5BMDQ1OTk3OWItZjVhYy00YWFlLWE1N2ItN2U1MDVlZmE5YWZlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.843
Hannah Montana: The Movie,Comedy,102.0,4.7,47.0,G,2009,"https://m.media-amazon.com/images/M/MV5BMTkxNjUxODY3NF5BMl5BanBnXkFtZTcwMjQyMzMzMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.7
Penguins of Madagascar,Animation,92.0,6.6,53.0,PG,2014,"https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_QL75_UX190_CR0,0,190,281_.jpg",6.209999999999999
The Munsters,Comedy,109.0,4.5,57.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BYmYyYWQ2ZmEtYTEzZi00OGExLWE0YTItOGYyODBhY2M4NDI1XkEyXkFqcGdeQXVyNTYzMTc4MzY@._V1_QL75_UY281_CR5,0,190,281_.jpg",4.859999999999999
Slumberland,Adventure,117.0,6.7,40.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BNDUzMzE3NDktN2JmOC00ZjJmLTg0NmMtODE0NDkzNDE5OGYwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY281_CR18,0,190,281_.jpg",5.89
The Next Karate Kid,Action,107.0,4.5,36.0,PG,1994,"https://m.media-amazon.com/images/M/MV5BODFjOTk3NTMtNTZkYi00ZWVjLTg2ZDItMTM1ODVlMDA0MmViXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,1,190,281_.jpg",4.23
Big City Greens the Movie: Spacecation,Animation,82.0,6.4,57.1,TV-Y7,2024,"https://m.media-amazon.com/images/M/MV5BMWQxNDg0NDMtNjExZC00MTgwLWE0YmMtMWVlNGY0NTY5YjgxXkEyXkFqcGdeQXVyNjc1MjM1MzI@._V1_QL75_UX190_CR0,28,190,281_.jpg",6.193
Woody Woodpecker Goes to Camp,Animation,100.0,4.5,57.1,TV-G,2024,"https://m.media-amazon.com/images/M/MV5BOTYzOTNjNTQtZjVjNy00NTRiLTgxOTUtYThhYTRmOTg4MWUxXkEyXkFqcGdeQXVyMTE2NDA4MDMy._V1_QL75_UY281_CR18,0,190,281_.jpg",4.8629999999999995
PAW Patrol: The Movie,Animation,86.0,6.1,50.0,G,2021,"https://m.media-amazon.com/images/M/MV5BZDM0ZDM5M2YtNGViMC00NTgyLWJlYTMtYWM4YTQxYmExOTc2XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.77
Max,Adventure,111.0,6.6,47.0,PG,2015,"https://m.media-amazon.com/images/M/MV5BMjA2Nzk0NzIyN15BMl5BanBnXkFtZTgwMjEyNTE5NDE@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.029999999999999
Sinbad: Legend of the Seven Seas,Animation,86.0,6.7,48.0,PG,2003,"https://m.media-amazon.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_QL75_UY281_CR1,0,190,281_.jpg",6.129999999999999
Man of the House,Comedy,96.0,5.2,57.1,PG,1995,"https://m.media-amazon.com/images/M/MV5BOGE3MDZhMWYtYmZiMC00N2QwLWI1YTAtNjkwN2MxODU0NGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",5.353
The Tiger's Apprentice,Animation,84.0,5.7,55.0,PG,2024,"https://m.media-amazon.com/images/M/MV5BOGFkNTQxZTctMjQ5YS00NWIzLTk5NGQtZDgyZTY5MDA1NWMzXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY281_CR11,0,190,281_.jpg",5.64
A Nashville Wish,Drama,102.0,5.3,57.1,PG,2024,"https://m.media-amazon.com/images/M/MV5BN2E3YzdjZDQtMWRlNy00N2RlLTlkNWUtZDYyMGNmOThjNzFhXkEyXkFqcGdeQXVyMTE4NTI5NTA@._V1_QL75_UY281_CR14,0,190,281_.jpg",5.422999999999999
Blank Check,Comedy,93.0,5.3,42.0,PG,1994,"https://m.media-amazon.com/images/M/MV5BNWM4M2QwOWUtNGMwMS00Nzg2LTg0YjktYTU4M2ZhYTMwYTU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,3,190,281_.jpg",4.97
Swiss Family Robinson,Adventure,126.0,7.1,61.0,Approved,1960,"https://m.media-amazon.com/images/M/MV5BZDNkMjY1YzUtNjEyYi00Y2U0LTlhZmYtY2M5M2U3YjAyYTRjXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.8
The Fox and the Hound,Animation,83.0,7.2,65.0,G,1981,"https://m.media-amazon.com/images/M/MV5BMDQzZWRlYjctMjE0ZS00NWU5LWE3NzktYzZiNzJiM2UxMDczXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,5,190,281_.jpg",6.99
Captain Underpants: The First Epic Movie,Animation,89.0,6.2,69.0,PG,2017,"https://m.media-amazon.com/images/M/MV5BMmQwMzdiOGMtNGZiYS00YjgyLWJlMjItYzQ3Nzc2OGIwYjQwXkEyXkFqcGdeQXVyMzQ1MTM3NjY@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.41
City of Ember,Adventure,90.0,6.4,58.0,PG,2008,"https://m.media-amazon.com/images/M/MV5BMTU3MDE4MDU1Nl5BMl5BanBnXkFtZTcwNDM2NDI5MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.22
Explorers,Adventure,109.0,6.4,58.0,PG,1985,"https://m.media-amazon.com/images/M/MV5BNDY0MjJhMmYtNzlkYy00MjQwLWE2Y2UtMjg1MjI2ZjhhMDRiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,5,190,281_.jpg",6.22
