Title,Genre,Duration (minutes),IMDb Rating,MetaScore,Certificates,Year,Poster-src,Score
Fall of a Saga,Comedy,116.3,5.5,66.0,R,2003,"https://m.media-amazon.com/images/M/MV5BMTkxMzY4MDY5MV5BMl5BanBnXkFtZTcwOTY2ODYzMQ@@._V1_QL75_UX190_CR0,6,190,281_.jpg",5.829999999999999
The Noble Experiment,Comedy,116.3,5.6,66.0,R,1955,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.8999999999999995
The Fighting Devil Dogs,Adventure,69.0,6.4,66.0,Approved,1943,"https://m.media-amazon.com/images/M/MV5BYzFkYTdmMjktNGRjYy00YmY5LWJlNWMtMGQyNTNlMjI5YzE5XkEyXkFqcGc@._V1_QL75_UX190_CR0,6,190,281_.jpg",6.459999999999999
Plan 17: The Purple King,Sci-Fi,116.3,8.2,66.0,R,2002,"https://m.media-amazon.com/images/M/MV5BMjFkYzY2NGYtMDQ2Mi00NTYzLTkzYTMtMTVkN2IxMDliMGI5L2ltYWdlXkEyXkFqcGdeQXVyNDcyNDQyMw@@._V1_QL75_UY281_CR100,0,190,281_.jpg",7.719999999999999
Public Axis 3000,Comedy,116.3,7.8,66.0,R,2019,"https://m.media-amazon.com/images/M/MV5BNDJkNzAwZWYtNDYxNy00MTk2LWFkY2UtNzYwZjUwNjk3M2UxXkEyXkFqcGdeQXVyMjM4Nzk4MzY@._V1_QL75_UX190_CR0,9,190,281_.jpg",7.4399999999999995
Time,Sci-Fi,116.3,6.7,66.0,R,2017,"https://m.media-amazon.com/images/M/MV5BZGFkZTZiZTQtYzEwMi00ZmE5LTgzYjQtOWY5ZGI3MTU3Mjk5XkEyXkFqcGdeQXVyNTU0MTg3MjE@._V1_QL75_UX190_CR0,28,190,281_.jpg",6.669999999999999
Historias Breves 13,Comedy,116.3,7.1,66.0,R,2016,"https://m.media-amazon.com/images/M/MV5BNTc5MzNlM2YtZWYzYS00ZDkzLWFlZWItZDAwYjY2Mzk0ZWVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzMzOTUxMA@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.949999999999999
The Chinese Room,Mystery,116.3,7.6,66.0,R,2008,"https://m.media-amazon.com/images/M/MV5BMTU2NTU1NzA3OF5BMl5BanBnXkFtZTcwNDc0MDQ0Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.299999999999999
Kvinnens plass,Drama,116.3,6.1,66.0,R,1956,"https://m.media-amazon.com/images/M/MV5BMTQyYjUzNzgtNjFmZS00N2E4LWI4ODktYThhODEyMTA2OWE0XkEyXkFqcGdeQXVyMDMxMTgwOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.249999999999999
Cataclysmo and the Time Boys,Action,116.3,6.9,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BYTU0NDZkMDAtNzhiZS00NzQyLTljNjEtYWRiZWZjOGMwYzU5XkEyXkFqcGdeQXVyMjQxMDE5NTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.81
Ein Leben auf Probe,Sci-Fi,116.3,6.3,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMmRiNGU3MTctZTVlNi00MWRlLWFjMzgtMTk5YTNhNjViODVkXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.389999999999999
The End of the Lonely Island,Drama,116.3,5.3,66.0,R,2017,"https://m.media-amazon.com/images/M/MV5BMGFjYzA1ZDUtY2IxZC00M2NmLTg5NGItNmY4MTNkNjEzZDg0XkEyXkFqcGdeQXVyMTM5NzQyMTM@._V1_QL75_UY281_CR18,0,190,281_.jpg",5.6899999999999995
Islands,Drama,116.3,6.2,66.0,R,2013,"https://m.media-amazon.com/images/M/MV5BNzM3NTQ5ZDMtM2U4Mi00M2I5LTk1NjktZTA1NWVjZTgxYmUwXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.319999999999999
Eternity Hill,Drama,116.3,8.8,66.0,R,2016,"https://m.media-amazon.com/images/M/MV5BM2RiNjMxYjktZTRmNS00YjY5LTgxMjktYzZiMmVkNDg4MjljXkEyXkFqcGdeQXVyODIxMDA5MA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",8.14
Beethopia,Sci-Fi,116.3,6.6,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BZjhjZjQ5NDItMjgwZS00ZWZlLWJjMTgtYzcyYTBmZjZmNDk4XkEyXkFqcGdeQXVyNjg1MjI3MDI@._V1_QL75_UY281_CR14,0,190,281_.jpg",6.599999999999999
Twelve,Horror,116.3,6.7,66.0,R,2001,"https://m.media-amazon.com/images/M/MV5BOWZjZjc2MDYtMzkxNi00NzIxLThlNDktNjAzZGYyYjlhMTFjXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.669999999999999
The Dead Link,Sci-Fi,116.3,7.2,66.0,R,2002,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.02
Pierscien ksieznej Anny,Family,116.3,6.3,66.0,R,1971,"https://m.media-amazon.com/images/M/MV5BMWEzNTIxNjMtOGQxZi00MjRiLWE2MTUtODU5MTkxZjAwYWU3XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg",6.389999999999999
FANomenon,Documentary,116.3,7.6,66.0,R,2013,"https://m.media-amazon.com/images/M/MV5BMTQ0MjE5NDcwNF5BMl5BanBnXkFtZTcwMDU0MjM4OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.299999999999999
The Smile Behind the Mirror,Drama,116.3,6.8,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMTExMjE4NzIzOTBeQTJeQWpwZ15BbWU3MDg2OTI3MjQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.739999999999999
Limen [Omission],Crime,116.3,7.6,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BOGRjMDk5OGEtNGZkMy00NDZkLWE3NWItOWM5YTcxYjAwZjc3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.299999999999999
Sick Sock Monsters from Outer Space,Animation,116.3,6.2,66.0,R,2015,"https://m.media-amazon.com/images/M/MV5BYTc1YjQwMmEtY2I1Yi00OTM1LWIyMjktYjQyZGYzZTMwNzRmXkEyXkFqcGdeQXVyMjc1MjA5Njg@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.319999999999999
In the Night Sky: I Recall a UFO,Documentary,109.0,7.6,66.0,Not Rated,2013,"https://m.media-amazon.com/images/M/MV5BMTgxMjE2NTkxNF5BMl5BanBnXkFtZTgwMTQ5MjAxMTE@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.299999999999999
Savannah,Action,116.3,6.2,66.0,R,1989,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.319999999999999
Rub Love,Romance,116.3,6.5,66.0,R,1998,"https://m.media-amazon.com/images/M/MV5BNzI4ZTZlNzEtYmY0Yi00YTA5LWIwMjktMzg4OGNkMDc5MWMwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.529999999999999
Serebristaya pyl,Drama,116.3,5.6,66.0,R,1953,"https://m.media-amazon.com/images/M/MV5BMzJiZTE4NzktNGU5My00MjU1LWI1YTktZGVmNzllNDhkNDBmXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.8999999999999995
The Problem with Honor,Drama,157.0,8.5,66.0,Not Rated,2013,"https://m.media-amazon.com/images/M/MV5BMTYxMzg2MjUyNF5BMl5BanBnXkFtZTcwNjEwOTQ3OA@@._V1_QL75_UY281_CR10,0,190,281_.jpg",7.929999999999999
Dark Paradox,Horror,89.0,6.2,66.0,Unrated,2007,"https://m.media-amazon.com/images/M/MV5BNjg1MTY1NGItMDg3MS00ZDFjLThkZDgtMmYyOWU3ZDNmYzM0XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,6,190,281_.jpg",6.319999999999999
Saberfrog,Comedy,116.3,6.5,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BMjZiMjc0NjEtZjM5OC00NWVmLTk1M2YtMDNlNWRjODIyN2U4XkEyXkFqcGdeQXVyNzkyMDA5MTc@._V1_QL75_UY281_CR8,0,190,281_.jpg",6.529999999999999
Popular Unrest,Fantasy,116.3,7.5,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.2299999999999995
Lost in New Mexico: The Strange Tale of Susan Hero,Drama,85.0,7.1,66.0,Not Rated,2007,"https://m.media-amazon.com/images/M/MV5BYjFlZjBjZTktODE2NC00Nzk1LTgwNDItZWMzNDJkMDc5NjI1XkEyXkFqcGdeQXVyMDc4NjM3NA@@._V1_QL75_UY281_CR16,0,190,281_.jpg",6.949999999999999
Programmable Dreams,Action,116.3,8.2,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BMTYyODk5MDg2MF5BMl5BanBnXkFtZTcwMTc0MTIyMw@@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.719999999999999
Zayed 9,Action,116.3,7.2,66.0,R,2021,"https://m.media-amazon.com/images/M/MV5BMzZjMGM0ZTItMDZjZC00MDJkLWFkNmMtZGQxNjgxZTViODE3XkEyXkFqcGdeQXVyMjYwNTMxOTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg",7.02
The Devil's Window,Horror,76.0,5.6,66.0,Not Rated,2010,"https://m.media-amazon.com/images/M/MV5BMTkyNDgzODE3NV5BMl5BanBnXkFtZTgwNDQ4ODYxNDE@._V1_QL75_UY281_CR18,0,190,281_.jpg",5.8999999999999995
Not Tryina Die Young: Princess on Vacation,Sci-Fi,67.0,7.2,66.0,Not Rated,2014,"https://m.media-amazon.com/images/M/MV5BM2IwMmM5ZjctMDQxOS00NTgzLWI5MjktN2I4ODg3ODgzMzhlXkEyXkFqcGdeQXVyNTk5NTU0NTI@._V1_QL75_UY281_CR199,0,190,281_.jpg",7.02
Talion,Crime,116.3,6.0,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMTAxOTkwMjc3MDZeQTJeQWpwZ15BbWU4MDYxMzA1NDIx._V1_QL75_UX190_CR0,0,190,281_.jpg",6.179999999999999
Abenteuer mit Blasius,Comedy,116.3,5.0,66.0,R,1975,"https://m.media-amazon.com/images/M/MV5BMjA3NzM4MTAzNF5BMl5BanBnXkFtZTgwMTk2MDM1NzE@._V1_QL75_UY281_CR11,0,190,281_.jpg",5.4799999999999995
Moonlight by the Sea,Sci-Fi,116.3,6.5,66.0,R,2003,"https://m.media-amazon.com/images/M/MV5BMTM4MjU2MzY3N15BMl5BanBnXkFtZTcwMjgzMTIzMQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.529999999999999
Uranes,Sci-Fi,116.3,6.2,66.0,R,2013,"https://m.media-amazon.com/images/M/MV5BM2Q2NjU3MGEtODAzOC00NGNjLTg2ODYtZDQ5YzNmMWNhM2I1XkEyXkFqcGdeQXVyMjQzNzg1OTY@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.319999999999999
Mock Up on Mu,Comedy,114.0,6.9,66.0,Not Rated,2008,"https://m.media-amazon.com/images/M/MV5BYWZjMjRlMWQtN2JiZS00YjgyLTg2NGEtMTg0N2VkNTBiZTI2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.81
Station 4,Action,116.3,5.0,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMTg2NDMyNTkxOV5BMl5BanBnXkFtZTgwODg3Mzg1MDE@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.4799999999999995
So Bianca,Animation,116.3,5.2,66.0,R,1990,"https://m.media-amazon.com/images/M/MV5BMjUwZGRkOWYtZDViYS00NTMyLWEyZjctMGVlY2M3MjM4ZGExXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,25,190,281_.jpg",5.619999999999999
Made Out Alive,Drama,116.3,5.0,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BMTQxNDk4MTY3Ml5BMl5BanBnXkFtZTcwNzQ5MTY2OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.4799999999999995
Heads of Control: The Gorul Baheu Brain Expedition,Comedy,116.3,6.5,66.0,R,2006,"https://m.media-amazon.com/images/M/MV5BYzU2NTUxZDUtYmFlNy00ZmM4LTlmZmEtZDY1MzJlNDkyNDE4XkEyXkFqcGdeQXVyMjg1OTIxMg@@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.529999999999999
Bostrom,Action,116.3,5.7,66.0,R,2018,"https://m.media-amazon.com/images/M/MV5BZDJjMjRhNGYtYWZlYi00ZDdiLWE4YmYtOTkzYTRjOWQzNDQ5XkEyXkFqcGdeQXVyOTA5NzUzNTE@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.97
The Last Death of the Devil,Action,116.3,6.3,66.0,R,1959,"https://m.media-amazon.com/images/M/MV5BNDU5ODEzMzQtZjdiMi00ODAxLWJhNzItOTljYzE0Y2M4NzY0XkEyXkFqcGdeQXVyMjY2NzU2NA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.389999999999999
The Shiftling,Adventure,90.0,5.0,66.0,Not Rated,2008,"https://m.media-amazon.com/images/M/MV5BMTI2MzEyMjcxM15BMl5BanBnXkFtZTcwMTIyMDU1MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",5.4799999999999995
Hickory Never Bleeds,Sci-Fi,116.3,7.1,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BMTY3NDA5ODQ3OV5BMl5BanBnXkFtZTcwMDg5OTMyOA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.949999999999999
Allied Forces,Sci-Fi,116.3,5.1,66.0,R,1999,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.549999999999999
A City to Make Me,Sci-Fi,116.3,8.1,66.0,R,2015,"https://m.media-amazon.com/images/M/MV5BMzYwZmEwMmUtNGY2OC00NTIxLThkYWEtMTJmYmIwMmU0ZjFlXkEyXkFqcGdeQXVyNTcxOTU4Njg@._V1_QL75_UY281_CR329,0,190,281_.jpg",7.649999999999999
The Secret Children,Sci-Fi,116.3,5.8,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BYjE5OTlhNDItMzZiNi00MTJjLTlkYjgtZmY5NjE2ZDg0NzM1XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.039999999999999
Deadly Contact,Horror,116.3,5.7,66.0,R,1996,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.97
Anhedonia,Comedy,79.0,5.0,66.0,PG,2016,"https://m.media-amazon.com/images/M/MV5BOTUyOWMzOGQtYTJiNS00MzY5LTgzYmQtMWJmZWY0MjhmYmIzXkEyXkFqcGdeQXVyNjYzMzIwNTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.4799999999999995
Star Wars: The New Republic,Action,116.3,6.5,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.529999999999999
The Chronicles of Polyaris,Documentary,116.3,5.2,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BYTY1MWExNjAtY2NmNS00YWI4LTlmMzMtYmQwODA5NGQ2ZDA3XkEyXkFqcGdeQXVyNjMyMTA5Nzc@._V1_QL75_UY281_CR155,0,190,281_.jpg",5.619999999999999
Out of State,Horror,116.3,7.4,66.0,R,2006,"https://m.media-amazon.com/images/M/MV5BM2RlM2NmN2MtYTkwMi00NjY0LThiNGMtNzJiNGIyNzA4ZTM2XkEyXkFqcGdeQXVyMjQxNjQxNzk@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.159999999999999
The Circles of the Vicious,Sci-Fi,116.3,7.3,66.0,R,2016,"https://m.media-amazon.com/images/M/MV5BMTUzN2UwMjAtNDZkZS00YzI5LThlMDYtMzI2NjAxYzA2NTc1XkEyXkFqcGdeQXVyMTMwNjQxNDU1._V1_QL75_UY281_CR7,0,190,281_.jpg",7.089999999999999
Redemption 101,Sci-Fi,116.3,5.8,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BMTM1MTExMzQwOF5BMl5BanBnXkFtZTcwMjQ5NzI0Mw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.039999999999999
Planet Erde soll brennen,Horror,116.3,7.4,66.0,R,2013,"https://m.media-amazon.com/images/M/MV5BMTYyMjIzNjAyOV5BMl5BanBnXkFtZTcwMjE1NzE5OQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.159999999999999
Windstorm,Drama,77.0,5.4,66.0,Not Rated,2007,"https://m.media-amazon.com/images/M/MV5BMTM1MjI5MDI2OF5BMl5BanBnXkFtZTcwMTM1MDk0MQ@@._V1_QL75_UY281_CR14,0,190,281_.jpg",5.76
Beyond the Quest,Mystery,116.3,6.0,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.179999999999999
Antaries,Sci-Fi,116.3,5.9,66.0,R,2019,"https://m.media-amazon.com/images/M/MV5BN2I1NTI5MWMtMzEwNC00YWY4LTliOTUtMWQ1NDJlYWQ4YmRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAzMzk3ODM@._V1_QL75_UY281_CR36,0,190,281_.jpg",6.109999999999999
Prátelé Bermudského trojúhelníku,Comedy,116.3,5.3,66.0,R,1987,"https://m.media-amazon.com/images/M/MV5BZGY5MDdiNzQtYmU5Ny00MjEyLWE1NTctZDIyOGNjMWZjODY2XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_QL75_UY281_CR2,0,190,281_.jpg",5.6899999999999995
Chronoslexia,Sci-Fi,116.3,5.4,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.76
"Chengdu, I Love You",Sci-Fi,116.3,5.6,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BYzkzNDc1MjgtZjgyYS00YWZiLWJmZWQtYTMzYWE3YTExZGY5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.8999999999999995
Cow Tippers from Outer Space,Comedy,116.3,5.0,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BZTE0OGNjZDAtYzdjYy00YjRmLTk0MDgtYmY0N2ZiMDkxOWE1XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR9,0,190,281_.jpg",5.4799999999999995
El vivo retrato,Sci-Fi,116.3,6.5,66.0,R,1986,"https://m.media-amazon.com/images/M/MV5BNDk1ZjRmMWYtZjg1OS00OTU0LWJhMDgtZTU0YjM5NTU4ZjQ2XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.529999999999999
Sacrifice,Sci-Fi,116.3,6.2,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMzg1N2NmY2EtODJhNC00ZmRiLTllYzUtNDYwZWQzZTYyYzVmXkEyXkFqcGdeQXVyNTMzMTkzMTI@._V1_QL75_UX190_CR0,4,190,281_.jpg",6.319999999999999
Il tempo dell'inizio,Drama,116.3,7.1,66.0,R,1974,"https://m.media-amazon.com/images/M/MV5BZjI3ZjUzODAtOTQzZC00MmFjLThiMTItZGM4MmM0OTAyYzE0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX190_CR0,48,190,281_.jpg",6.949999999999999
After Exodus,Drama,116.3,5.5,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BNzc5ODMwNTMzNl5BMl5BanBnXkFtZTgwODAyODExMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.829999999999999
The Grid: Zombie Outlet Maul,Animation,91.0,6.0,66.0,Not Rated,2015,"https://m.media-amazon.com/images/M/MV5BMTc1Mjc1NDk1NF5BMl5BanBnXkFtZTgwNDg5NDMyNTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.179999999999999
Escape from Chernobourg,Adventure,75.0,5.6,66.0,Unrated,1999,"https://m.media-amazon.com/images/M/MV5BNzNmZDkwMzUtZTNlOC00YmE3LWE3YTEtOTVlNTBlYTMzZDEzXkEyXkFqcGdeQXVyMDA2MTMwOQ@@._V1_QL75_UX190_CR0,12,190,281_.jpg",5.8999999999999995
Czarne slonca,Crime,116.3,6.1,66.0,R,1992,"https://m.media-amazon.com/images/M/MV5BNmIzYTA4OGEtNzc4Yi00YTRmLTkzYTQtYzRjZjJiODBlMTk0XkEyXkFqcGdeQXVyNjIxMzk1NA@@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.249999999999999
Memory Transfer,Adventure,116.3,6.9,66.0,R,2015,"https://m.media-amazon.com/images/M/MV5BMTA0OTE5NzQxMDZeQTJeQWpwZ15BbWU4MDExNjc3OTkx._V1_QL75_UY281_CR11,0,190,281_.jpg",6.81
Time-Men,Sci-Fi,86.0,5.6,66.0,Not Rated,2009,"https://m.media-amazon.com/images/M/MV5BNmI0MGJjZDEtNjY0MS00MjM1LTk1MzEtNTZlNGUzYWY2MTgzXkEyXkFqcGdeQXVyODIxNzIwMw@@._V1_QL75_UY281_CR130,0,190,281_.jpg",5.8999999999999995
Le petit nuage/La chasse au nuage/Le nuage atomique,Sci-Fi,116.3,5.2,66.0,R,1954,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.619999999999999
Kam zmizel kuryr,Sci-Fi,116.3,5.9,66.0,R,1981,"https://m.media-amazon.com/images/M/MV5BMzU4NTgwMTMtYWQ1Yi00NmUwLWI0YzUtZGQxM2I2ZGUyMjZkXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.109999999999999
Do zvezdy!,Comedy,116.3,6.1,66.0,R,2023,"https://m.media-amazon.com/images/M/MV5BNmQwZjcxYjEtNzdmOS00YTFlLWFjMjAtOTIzZjBjZTZmMGE3XkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.249999999999999
Inseguito,Sci-Fi,116.3,8.5,66.0,R,2002,"https://m.media-amazon.com/images/M/MV5BYTU1NDkwY2MtMGM3OS00MmVjLWFmYmItZmUzNWE5ZTgyMTg0XkEyXkFqcGdeQXVyMDk0ODE0Ng@@._V1_QL75_UY281_CR134,0,190,281_.jpg",7.929999999999999
L.I.N.X.,Sci-Fi,116.3,6.0,66.0,R,2000,"https://m.media-amazon.com/images/M/MV5BYTdmNmJjNWUtNjg2NS00MWZiLTkzYzctMzVkOGM4YWNhMWVhXkEyXkFqcGdeQXVyMzcxMjUwNTg@._V1_QL75_UY281_CR9,0,190,281_.jpg",6.179999999999999
Katatonia,Sci-Fi,116.3,6.3,66.0,R,2015,"https://m.media-amazon.com/images/M/MV5BZmI3MDhiYjMtNDYxNC00MGRhLTg5YzEtN2I4NjVlZTA0NjA0XkEyXkFqcGdeQXVyMTE3MjEyMDY2._V1_QL75_UY281_CR46,0,190,281_.jpg",6.389999999999999
Zeria,Animation,116.3,6.0,66.0,R,2021,"https://m.media-amazon.com/images/M/MV5BNTQ5MmMyNTItMWNlMS00NWFmLTgxNDQtMzEzZmEwMGE5M2U4XkEyXkFqcGdeQXVyMTM2MzI3MjEw._V1_QL75_UY281_CR170,0,190,281_.jpg",6.179999999999999
Doppelgänger,Sci-Fi,116.3,6.6,66.0,R,2019,"https://m.media-amazon.com/images/M/MV5BODUyOWYzY2UtNmY0My00YzVmLWJhOTYtNTNkYjBiYTdlOWZlXkEyXkFqcGdeQXVyMjU0ODM1MTg@._V1_QL75_UY281_CR186,0,190,281_.jpg",6.599999999999999
Tremor Iê,Sci-Fi,116.3,6.5,66.0,R,2019,"https://m.media-amazon.com/images/M/MV5BZDE3ZGI4ZjEtMGM1OS00N2U0LTg3ZTQtNTdkZDljNWExZTAxXkEyXkFqcGdeQXVyNDg0OTk2NzM@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.529999999999999
SG3: Sword of the Samurai,Comedy,116.3,7.4,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BMTU5MjkwMDYwN15BMl5BanBnXkFtZTgwMDg3MDk1OTE@._V1_QL75_UY281_CR155,0,190,281_.jpg",7.159999999999999
Anamnesis,Sci-Fi,129.0,5.4,66.0,Not Rated,2006,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.76
Xabungle Graffiti,Animation,116.3,5.5,66.0,R,1983,"https://m.media-amazon.com/images/M/MV5BZTllOWE4MjktOTFjMS00NzZiLWEzZmYtNzUxMDVkNjc2NGJjXkEyXkFqcGdeQXVyMjQyNDY1MTc@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.829999999999999
Rodson - ou (Onde o Sol Não Tem Dó),Sci-Fi,116.3,7.3,66.0,R,2020,"https://m.media-amazon.com/images/M/MV5BYmMxYjU0YmItZGFhZC00MmUyLWEzODktOWZjMTBmZTYzMmU0XkEyXkFqcGdeQXVyNDQ5NjY5MzM@._V1_QL75_UX190_CR0,28,190,281_.jpg",7.089999999999999
The Battle for First Chair Opening Day Dreams PinPin Twenty,Sci-Fi,116.3,8.5,66.0,R,2022,"https://m.media-amazon.com/images/M/MV5BYWE0MjQ1N2QtM2VlMS00Njc4LWI5ZjQtNjFiYmI0NTVlZGMxXkEyXkFqcGdeQXVyMTMzMzQzNjIy._V1_QL75_UY281_CR11,0,190,281_.jpg",7.929999999999999
Flag: Issenman no kufura no kiroku,Animation,116.3,5.9,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BOGQ0NjcyYjUtMjRmZi00NjNlLTkzNWQtYjkwMmRmNzk4Yjc1XkEyXkFqcGdeQXVyNjkzOTk5OTY@._V1_QL75_UX190_CR0,7,190,281_.jpg",6.109999999999999
Light Boy,Action,116.3,7.4,66.0,R,2004,"https://m.media-amazon.com/images/M/MV5BMDg4ODk2YmEtMGQzNS00MTZhLTkzZGItYTdmMDQwZmE2MjIxXkEyXkFqcGdeQXVyMTkxMzI1NTA@._V1_QL75_UY281_CR8,0,190,281_.jpg",7.159999999999999
